SLNO,Gender,Age,Members,Profession,MonthlyIncome,HealthInsurance,choice,V1,Distance,Reputation,Delivery,Payment.Method,Price
7694,0,30,4,Contract Staff,3,0,1,241 + 4,1,1,1,0,0
7695,0,30,4,Contract Staff,3,0,0,241 + 4,1,1,1,0,0
7696,0,30,4,Contract Staff,3,0,0,241 + 4,0,0,1,0,0
7697,0,30,4,Contract Staff,3,0,0,241 + 5,0,1,0,1,0
7698,0,30,4,Contract Staff,3,0,0,241 + 5,0,0,1,0,0
7699,0,30,4,Contract Staff,3,0,1,241 + 5,1,1,1,1,1
7700,0,30,4,Contract Staff,3,0,0,241 + 5,0,0,1,1,1
7701,0,30,4,Contract Staff,3,0,0,241 + 6,0,0,1,0,0
7702,0,30,4,Contract Staff,3,0,0,241 + 6,0,0,1,1,1
7703,0,30,4,Contract Staff,3,0,0,241 + 6,1,0,0,0,1
7704,0,30,4,Contract Staff,3,0,1,241 + 6,1,0,0,1,0
7705,0,30,4,Contract Staff,3,0,1,241 + 7,0,1,0,0,1
7706,0,30,4,Contract Staff,3,0,0,241 + 7,0,1,0,0,1
7707,0,30,4,Contract Staff,3,0,0,241 + 7,1,0,0,1,0
7708,0,30,4,Contract Staff,3,0,0,241 + 7,0,1,0,1,0
7709,0,30,4,Contract Staff,3,0,1,241 + 8,1,1,1,1,1
7710,0,30,4,Contract Staff,3,0,0,241 + 8,1,0,0,0,1
7711,0,30,4,Contract Staff,3,0,0,241 + 8,0,0,1,0,0
7712,0,30,4,Contract Staff,3,0,0,241 + 8,1,1,1,0,0
7713,1,60,1,Retired,2,0,0,242 + 1,1,0,0,0,1
7714,1,60,1,Retired,2,0,0,242 + 1,0,1,0,1,0
7715,1,60,1,Retired,2,0,0,242 + 1,0,0,1,1,1
7716,1,60,1,Retired,2,0,1,242 + 1,1,1,1,1,1
7717,1,60,1,Retired,2,0,0,242 + 2,1,0,0,1,0
7718,1,60,1,Retired,2,0,1,242 + 2,1,1,1,1,1
7719,1,60,1,Retired,2,0,0,242 + 2,0,1,0,1,0
7720,1,60,1,Retired,2,0,0,242 + 2,0,1,0,0,1
7721,1,60,1,Retired,2,0,1,242 + 3,1,1,1,0,0
7722,1,60,1,Retired,2,0,0,242 + 3,1,0,0,1,0
7723,1,60,1,Retired,2,0,0,242 + 3,0,1,0,0,1
7724,1,60,1,Retired,2,0,0,242 + 3,1,0,0,0,1
7725,1,60,1,Retired,2,0,0,242 + 4,0,0,1,1,1
7726,1,60,1,Retired,2,0,0,242 + 4,1,1,1,0,0
7727,1,60,1,Retired,2,0,1,242 + 4,1,1,1,0,0
7728,1,60,1,Retired,2,0,0,242 + 4,0,0,1,0,0
7729,1,60,1,Retired,2,0,0,242 + 5,0,1,0,1,0
7730,1,60,1,Retired,2,0,0,242 + 5,0,0,1,0,0
7731,1,60,1,Retired,2,0,1,242 + 5,1,1,1,1,1
7732,1,60,1,Retired,2,0,0,242 + 5,0,0,1,1,1
7733,1,60,1,Retired,2,0,0,242 + 6,0,0,1,0,0
7734,1,60,1,Retired,2,0,0,242 + 6,0,0,1,1,1
7735,1,60,1,Retired,2,0,1,242 + 6,1,0,0,0,1
7736,1,60,1,Retired,2,0,0,242 + 6,1,0,0,1,0
7737,1,60,1,Retired,2,0,0,242 + 7,0,1,0,0,1
7738,1,60,1,Retired,2,0,0,242 + 7,0,1,0,0,1
7739,1,60,1,Retired,2,0,1,242 + 7,1,0,0,1,0
7740,1,60,1,Retired,2,0,0,242 + 7,0,1,0,1,0
7741,1,60,1,Retired,2,0,1,242 + 8,1,1,1,1,1
7742,1,60,1,Retired,2,0,0,242 + 8,1,0,0,0,1
7743,1,60,1,Retired,2,0,0,242 + 8,0,0,1,0,0
7744,1,60,1,Retired,2,0,0,242 + 8,1,1,1,0,0
7745,1,21,4,Barber,3,0,0,243 + 1,1,0,0,0,1
7746,1,21,4,Barber,3,0,0,243 + 1,0,1,0,1,0
7747,1,21,4,Barber,3,0,0,243 + 1,0,0,1,1,1
7748,1,21,4,Barber,3,0,1,243 + 1,1,1,1,1,1
7749,1,21,4,Barber,3,0,0,243 + 2,1,0,0,1,0
7750,1,21,4,Barber,3,0,1,243 + 2,1,1,1,1,1
7751,1,21,4,Barber,3,0,0,243 + 2,0,1,0,1,0
7752,1,21,4,Barber,3,0,0,243 + 2,0,1,0,0,1
7753,1,21,4,Barber,3,0,0,243 + 3,1,1,1,0,0
7754,1,21,4,Barber,3,0,0,243 + 3,1,0,0,1,0
7755,1,21,4,Barber,3,0,1,243 + 3,0,1,0,0,1
7756,1,21,4,Barber,3,0,0,243 + 3,1,0,0,0,1
7757,1,21,4,Barber,3,0,0,243 + 4,0,0,1,1,1
7758,1,21,4,Barber,3,0,1,243 + 4,1,1,1,0,0
7759,1,21,4,Barber,3,0,0,243 + 4,1,1,1,0,0
7760,1,21,4,Barber,3,0,0,243 + 4,0,0,1,0,0
7761,1,21,4,Barber,3,0,0,243 + 5,0,1,0,1,0
7762,1,21,4,Barber,3,0,0,243 + 5,0,0,1,0,0
7763,1,21,4,Barber,3,0,1,243 + 5,1,1,1,1,1
7764,1,21,4,Barber,3,0,0,243 + 5,0,0,1,1,1
7765,1,21,4,Barber,3,0,1,243 + 6,0,0,1,0,0
7766,1,21,4,Barber,3,0,0,243 + 6,0,0,1,1,1
7767,1,21,4,Barber,3,0,0,243 + 6,1,0,0,0,1
7768,1,21,4,Barber,3,0,0,243 + 6,1,0,0,1,0
7769,1,21,4,Barber,3,0,1,243 + 7,0,1,0,0,1
7770,1,21,4,Barber,3,0,0,243 + 7,0,1,0,0,1
7771,1,21,4,Barber,3,0,0,243 + 7,1,0,0,1,0
7772,1,21,4,Barber,3,0,0,243 + 7,0,1,0,1,0
7773,1,21,4,Barber,3,0,1,243 + 8,1,1,1,1,1
7774,1,21,4,Barber,3,0,0,243 + 8,1,0,0,0,1
7775,1,21,4,Barber,3,0,0,243 + 8,0,0,1,0,0
7776,1,21,4,Barber,3,0,0,243 + 8,1,1,1,0,0
7777,1,24,4,Helper,2,0,0,244 + 1,1,0,0,0,1
7778,1,24,4,Helper,2,0,0,244 + 1,0,1,0,1,0
7779,1,24,4,Helper,2,0,0,244 + 1,0,0,1,1,1
7780,1,24,4,Helper,2,0,1,244 + 1,1,1,1,1,1
7781,1,24,4,Helper,2,0,0,244 + 2,1,0,0,1,0
7782,1,24,4,Helper,2,0,1,244 + 2,1,1,1,1,1
7783,1,24,4,Helper,2,0,0,244 + 2,0,1,0,1,0
7784,1,24,4,Helper,2,0,0,244 + 2,0,1,0,0,1
7785,1,24,4,Helper,2,0,1,244 + 3,1,1,1,0,0
7786,1,24,4,Helper,2,0,0,244 + 3,1,0,0,1,0
7787,1,24,4,Helper,2,0,0,244 + 3,0,1,0,0,1
7788,1,24,4,Helper,2,0,0,244 + 3,1,0,0,0,1
7789,1,24,4,Helper,2,0,0,244 + 4,0,0,1,1,1
7790,1,24,4,Helper,2,0,0,244 + 4,1,1,1,0,0
7791,1,24,4,Helper,2,0,1,244 + 4,1,1,1,0,0
7792,1,24,4,Helper,2,0,0,244 + 4,0,0,1,0,0
7793,1,24,4,Helper,2,0,0,244 + 5,0,1,0,1,0
7794,1,24,4,Helper,2,0,0,244 + 5,0,0,1,0,0
7795,1,24,4,Helper,2,0,1,244 + 5,1,1,1,1,1
7796,1,24,4,Helper,2,0,0,244 + 5,0,0,1,1,1
7797,1,24,4,Helper,2,0,0,244 + 6,0,0,1,0,0
7798,1,24,4,Helper,2,0,0,244 + 6,0,0,1,1,1
7799,1,24,4,Helper,2,0,0,244 + 6,1,0,0,0,1
7800,1,24,4,Helper,2,0,1,244 + 6,1,0,0,1,0
7801,1,24,4,Helper,2,0,1,244 + 7,0,1,0,0,1
7802,1,24,4,Helper,2,0,0,244 + 7,0,1,0,0,1
7803,1,24,4,Helper,2,0,0,244 + 7,1,0,0,1,0
7804,1,24,4,Helper,2,0,0,244 + 7,0,1,0,1,0
7805,1,24,4,Helper,2,0,1,244 + 8,1,1,1,1,1
7806,1,24,4,Helper,2,0,0,244 + 8,1,0,0,0,1
7807,1,24,4,Helper,2,0,0,244 + 8,0,0,1,0,0
7808,1,24,4,Helper,2,0,0,244 + 8,1,1,1,0,0
7809,1,30,5,Milk Man,4,0,0,245 + 1,1,0,0,0,1
7810,1,30,5,Milk Man,4,0,0,245 + 1,0,1,0,1,0
7811,1,30,5,Milk Man,4,0,0,245 + 1,0,0,1,1,1
7812,1,30,5,Milk Man,4,0,1,245 + 1,1,1,1,1,1
7813,1,30,5,Milk Man,4,0,0,245 + 2,1,0,0,1,0
7814,1,30,5,Milk Man,4,0,1,245 + 2,1,1,1,1,1
7815,1,30,5,Milk Man,4,0,0,245 + 2,0,1,0,1,0
7816,1,30,5,Milk Man,4,0,0,245 + 2,0,1,0,0,1
7817,1,30,5,Milk Man,4,0,0,245 + 3,1,1,1,0,0
7818,1,30,5,Milk Man,4,0,0,245 + 3,1,0,0,1,0
7819,1,30,5,Milk Man,4,0,0,245 + 3,0,1,0,0,1
7820,1,30,5,Milk Man,4,0,1,245 + 3,1,0,0,0,1
7821,1,30,5,Milk Man,4,0,1,245 + 4,0,0,1,1,1
7822,1,30,5,Milk Man,4,0,0,245 + 4,1,1,1,0,0
7823,1,30,5,Milk Man,4,0,0,245 + 4,1,1,1,0,0
7824,1,30,5,Milk Man,4,0,0,245 + 4,0,0,1,0,0
7825,1,30,5,Milk Man,4,0,0,245 + 5,0,1,0,1,0
7826,1,30,5,Milk Man,4,0,0,245 + 5,0,0,1,0,0
7827,1,30,5,Milk Man,4,0,1,245 + 5,1,1,1,1,1
7828,1,30,5,Milk Man,4,0,0,245 + 5,0,0,1,1,1
7829,1,30,5,Milk Man,4,0,1,245 + 6,0,0,1,0,0
7830,1,30,5,Milk Man,4,0,0,245 + 6,0,0,1,1,1
7831,1,30,5,Milk Man,4,0,0,245 + 6,1,0,0,0,1
7832,1,30,5,Milk Man,4,0,0,245 + 6,1,0,0,1,0
7833,1,30,5,Milk Man,4,0,1,245 + 7,0,1,0,0,1
7834,1,30,5,Milk Man,4,0,0,245 + 7,0,1,0,0,1
7835,1,30,5,Milk Man,4,0,0,245 + 7,1,0,0,1,0
7836,1,30,5,Milk Man,4,0,0,245 + 7,0,1,0,1,0
7837,1,30,5,Milk Man,4,0,1,245 + 8,1,1,1,1,1
7838,1,30,5,Milk Man,4,0,0,245 + 8,1,0,0,0,1
7839,1,30,5,Milk Man,4,0,0,245 + 8,0,0,1,0,0
7840,1,30,5,Milk Man,4,0,0,245 + 8,1,1,1,0,0
7841,1,36,4,Office Assistant,3,0,0,246 + 1,1,0,0,0,1
7842,1,36,4,Office Assistant,3,0,0,246 + 1,0,1,0,1,0
7843,1,36,4,Office Assistant,3,0,0,246 + 1,0,0,1,1,1
7844,1,36,4,Office Assistant,3,0,1,246 + 1,1,1,1,1,1
7845,1,36,4,Office Assistant,3,0,0,246 + 2,1,0,0,1,0
7846,1,36,4,Office Assistant,3,0,1,246 + 2,1,1,1,1,1
7847,1,36,4,Office Assistant,3,0,0,246 + 2,0,1,0,1,0
7848,1,36,4,Office Assistant,3,0,0,246 + 2,0,1,0,0,1
7849,1,36,4,Office Assistant,3,0,1,246 + 3,1,1,1,0,0
7850,1,36,4,Office Assistant,3,0,0,246 + 3,1,0,0,1,0
7851,1,36,4,Office Assistant,3,0,0,246 + 3,0,1,0,0,1
7852,1,36,4,Office Assistant,3,0,0,246 + 3,1,0,0,0,1
7853,1,36,4,Office Assistant,3,0,0,246 + 4,0,0,1,1,1
7854,1,36,4,Office Assistant,3,0,1,246 + 4,1,1,1,0,0
7855,1,36,4,Office Assistant,3,0,0,246 + 4,1,1,1,0,0
7856,1,36,4,Office Assistant,3,0,0,246 + 4,0,0,1,0,0
7857,1,36,4,Office Assistant,3,0,1,246 + 5,0,1,0,1,0
7858,1,36,4,Office Assistant,3,0,0,246 + 5,0,0,1,0,0
7859,1,36,4,Office Assistant,3,0,0,246 + 5,1,1,1,1,1
7860,1,36,4,Office Assistant,3,0,0,246 + 5,0,0,1,1,1
7861,1,36,4,Office Assistant,3,0,0,246 + 6,0,0,1,0,0
7862,1,36,4,Office Assistant,3,0,0,246 + 6,0,0,1,1,1
7863,1,36,4,Office Assistant,3,0,1,246 + 6,1,0,0,0,1
7864,1,36,4,Office Assistant,3,0,0,246 + 6,1,0,0,1,0
7865,1,36,4,Office Assistant,3,0,1,246 + 7,0,1,0,0,1
7866,1,36,4,Office Assistant,3,0,0,246 + 7,0,1,0,0,1
7867,1,36,4,Office Assistant,3,0,0,246 + 7,1,0,0,1,0
7868,1,36,4,Office Assistant,3,0,0,246 + 7,0,1,0,1,0
7869,1,36,4,Office Assistant,3,0,1,246 + 8,1,1,1,1,1
7870,1,36,4,Office Assistant,3,0,0,246 + 8,1,0,0,0,1
7871,1,36,4,Office Assistant,3,0,0,246 + 8,0,0,1,0,0
7872,1,36,4,Office Assistant,3,0,0,246 + 8,1,1,1,0,0
7873,1,44,4,Old Newspaper Shop,4,0,0,247 + 1,1,0,0,0,1
7874,1,44,4,Old Newspaper Shop,4,0,0,247 + 1,0,1,0,1,0
7875,1,44,4,Old Newspaper Shop,4,0,0,247 + 1,0,0,1,1,1
7876,1,44,4,Old Newspaper Shop,4,0,1,247 + 1,1,1,1,1,1
7877,1,44,4,Old Newspaper Shop,4,0,0,247 + 2,1,0,0,1,0
7878,1,44,4,Old Newspaper Shop,4,0,1,247 + 2,1,1,1,1,1
7879,1,44,4,Old Newspaper Shop,4,0,0,247 + 2,0,1,0,1,0
7880,1,44,4,Old Newspaper Shop,4,0,0,247 + 2,0,1,0,0,1
7881,1,44,4,Old Newspaper Shop,4,0,1,247 + 3,1,1,1,0,0
7882,1,44,4,Old Newspaper Shop,4,0,0,247 + 3,1,0,0,1,0
7883,1,44,4,Old Newspaper Shop,4,0,0,247 + 3,0,1,0,0,1
7884,1,44,4,Old Newspaper Shop,4,0,0,247 + 3,1,0,0,0,1
7885,1,44,4,Old Newspaper Shop,4,0,1,247 + 4,0,0,1,1,1
7886,1,44,4,Old Newspaper Shop,4,0,0,247 + 4,1,1,1,0,0
7887,1,44,4,Old Newspaper Shop,4,0,0,247 + 4,1,1,1,0,0
7888,1,44,4,Old Newspaper Shop,4,0,0,247 + 4,0,0,1,0,0
7889,1,44,4,Old Newspaper Shop,4,0,0,247 + 5,0,1,0,1,0
7890,1,44,4,Old Newspaper Shop,4,0,0,247 + 5,0,0,1,0,0
7891,1,44,4,Old Newspaper Shop,4,0,1,247 + 5,1,1,1,1,1
7892,1,44,4,Old Newspaper Shop,4,0,0,247 + 5,0,0,1,1,1
7893,1,44,4,Old Newspaper Shop,4,0,0,247 + 6,0,0,1,0,0
7894,1,44,4,Old Newspaper Shop,4,0,0,247 + 6,0,0,1,1,1
7895,1,44,4,Old Newspaper Shop,4,0,0,247 + 6,1,0,0,0,1
7896,1,44,4,Old Newspaper Shop,4,0,1,247 + 6,1,0,0,1,0
7897,1,44,4,Old Newspaper Shop,4,0,1,247 + 7,0,1,0,0,1
7898,1,44,4,Old Newspaper Shop,4,0,0,247 + 7,0,1,0,0,1
7899,1,44,4,Old Newspaper Shop,4,0,0,247 + 7,1,0,0,1,0
7900,1,44,4,Old Newspaper Shop,4,0,0,247 + 7,0,1,0,1,0
7901,1,44,4,Old Newspaper Shop,4,0,1,247 + 8,1,1,1,1,1
7902,1,44,4,Old Newspaper Shop,4,0,0,247 + 8,1,0,0,0,1
7903,1,44,4,Old Newspaper Shop,4,0,0,247 + 8,0,0,1,0,0
7904,1,44,4,Old Newspaper Shop,4,0,0,247 + 8,1,1,1,0,0
7905,1,28,5,Butcher,5,0,0,248 + 1,1,0,0,0,1
7906,1,28,5,Butcher,5,0,0,248 + 1,0,1,0,1,0
7907,1,28,5,Butcher,5,0,0,248 + 1,0,0,1,1,1
7908,1,28,5,Butcher,5,0,1,248 + 1,1,1,1,1,1
7909,1,28,5,Butcher,5,0,0,248 + 2,1,0,0,1,0
7910,1,28,5,Butcher,5,0,1,248 + 2,1,1,1,1,1
7911,1,28,5,Butcher,5,0,0,248 + 2,0,1,0,1,0
7912,1,28,5,Butcher,5,0,0,248 + 2,0,1,0,0,1
7913,1,28,5,Butcher,5,0,0,248 + 3,1,1,1,0,0
7914,1,28,5,Butcher,5,0,0,248 + 3,1,0,0,1,0
7915,1,28,5,Butcher,5,0,0,248 + 3,0,1,0,0,1
7916,1,28,5,Butcher,5,0,1,248 + 3,1,0,0,0,1
7917,1,28,5,Butcher,5,0,1,248 + 4,0,0,1,1,1
7918,1,28,5,Butcher,5,0,0,248 + 4,1,1,1,0,0
7919,1,28,5,Butcher,5,0,0,248 + 4,1,1,1,0,0
7920,1,28,5,Butcher,5,0,0,248 + 4,0,0,1,0,0
7921,1,28,5,Butcher,5,0,0,248 + 5,0,1,0,1,0
7922,1,28,5,Butcher,5,0,0,248 + 5,0,0,1,0,0
7923,1,28,5,Butcher,5,0,1,248 + 5,1,1,1,1,1
7924,1,28,5,Butcher,5,0,0,248 + 5,0,0,1,1,1
7925,1,28,5,Butcher,5,0,0,248 + 6,0,0,1,0,0
7926,1,28,5,Butcher,5,0,0,248 + 6,0,0,1,1,1
7927,1,28,5,Butcher,5,0,1,248 + 6,1,0,0,0,1
7928,1,28,5,Butcher,5,0,0,248 + 6,1,0,0,1,0
7929,1,28,5,Butcher,5,0,0,248 + 7,0,1,0,0,1
7930,1,28,5,Butcher,5,0,1,248 + 7,0,1,0,0,1
7931,1,28,5,Butcher,5,0,0,248 + 7,1,0,0,1,0
7932,1,28,5,Butcher,5,0,0,248 + 7,0,1,0,1,0
7933,1,28,5,Butcher,5,0,1,248 + 8,1,1,1,1,1
7934,1,28,5,Butcher,5,0,0,248 + 8,1,0,0,0,1
7935,1,28,5,Butcher,5,0,0,248 + 8,0,0,1,0,0
7936,1,28,5,Butcher,5,0,0,248 + 8,1,1,1,0,0
7937,1,42,5,Works in a restaurant,3,0,1,249 + 1,1,0,0,0,1
7938,1,42,5,Works in a restaurant,3,0,0,249 + 1,0,1,0,1,0
7939,1,42,5,Works in a restaurant,3,0,0,249 + 1,0,0,1,1,1
7940,1,42,5,Works in a restaurant,3,0,0,249 + 1,1,1,1,1,1
7941,1,42,5,Works in a restaurant,3,0,0,249 + 2,1,0,0,1,0
7942,1,42,5,Works in a restaurant,3,0,1,249 + 2,1,1,1,1,1
7943,1,42,5,Works in a restaurant,3,0,0,249 + 2,0,1,0,1,0
7944,1,42,5,Works in a restaurant,3,0,0,249 + 2,0,1,0,0,1
7945,1,42,5,Works in a restaurant,3,0,1,249 + 3,1,1,1,0,0
7946,1,42,5,Works in a restaurant,3,0,0,249 + 3,1,0,0,1,0
7947,1,42,5,Works in a restaurant,3,0,0,249 + 3,0,1,0,0,1
7948,1,42,5,Works in a restaurant,3,0,0,249 + 3,1,0,0,0,1
7949,1,42,5,Works in a restaurant,3,0,0,249 + 4,0,0,1,1,1
7950,1,42,5,Works in a restaurant,3,0,0,249 + 4,1,1,1,0,0
7951,1,42,5,Works in a restaurant,3,0,1,249 + 4,1,1,1,0,0
7952,1,42,5,Works in a restaurant,3,0,0,249 + 4,0,0,1,0,0
7953,1,42,5,Works in a restaurant,3,0,0,249 + 5,0,1,0,1,0
7954,1,42,5,Works in a restaurant,3,0,0,249 + 5,0,0,1,0,0
7955,1,42,5,Works in a restaurant,3,0,1,249 + 5,1,1,1,1,1
7956,1,42,5,Works in a restaurant,3,0,0,249 + 5,0,0,1,1,1
7957,1,42,5,Works in a restaurant,3,0,0,249 + 6,0,0,1,0,0
7958,1,42,5,Works in a restaurant,3,0,0,249 + 6,0,0,1,1,1
7959,1,42,5,Works in a restaurant,3,0,0,249 + 6,1,0,0,0,1
7960,1,42,5,Works in a restaurant,3,0,1,249 + 6,1,0,0,1,0
7961,1,42,5,Works in a restaurant,3,0,1,249 + 7,0,1,0,0,1
7962,1,42,5,Works in a restaurant,3,0,0,249 + 7,0,1,0,0,1
7963,1,42,5,Works in a restaurant,3,0,0,249 + 7,1,0,0,1,0
7964,1,42,5,Works in a restaurant,3,0,0,249 + 7,0,1,0,1,0
7965,1,42,5,Works in a restaurant,3,0,1,249 + 8,1,1,1,1,1
7966,1,42,5,Works in a restaurant,3,0,0,249 + 8,1,0,0,0,1
7967,1,42,5,Works in a restaurant,3,0,0,249 + 8,0,0,1,0,0
7968,1,42,5,Works in a restaurant,3,0,0,249 + 8,1,1,1,0,0
7969,0,30,4,Construction Worker,5,0,0,250 + 1,1,0,0,0,1
7970,0,30,4,Construction Worker,5,0,0,250 + 1,0,1,0,1,0
7971,0,30,4,Construction Worker,5,0,0,250 + 1,0,0,1,1,1
7972,0,30,4,Construction Worker,5,0,1,250 + 1,1,1,1,1,1
7973,0,30,4,Construction Worker,5,0,0,250 + 2,1,0,0,1,0
7974,0,30,4,Construction Worker,5,0,1,250 + 2,1,1,1,1,1
7975,0,30,4,Construction Worker,5,0,0,250 + 2,0,1,0,1,0
7976,0,30,4,Construction Worker,5,0,0,250 + 2,0,1,0,0,1
7977,0,30,4,Construction Worker,5,0,1,250 + 3,1,1,1,0,0
7978,0,30,4,Construction Worker,5,0,0,250 + 3,1,0,0,1,0
7979,0,30,4,Construction Worker,5,0,0,250 + 3,0,1,0,0,1
7980,0,30,4,Construction Worker,5,0,0,250 + 3,1,0,0,0,1
7981,0,30,4,Construction Worker,5,0,0,250 + 4,0,0,1,1,1
7982,0,30,4,Construction Worker,5,0,1,250 + 4,1,1,1,0,0
7983,0,30,4,Construction Worker,5,0,0,250 + 4,1,1,1,0,0
7984,0,30,4,Construction Worker,5,0,0,250 + 4,0,0,1,0,0
7985,0,30,4,Construction Worker,5,0,0,250 + 5,0,1,0,1,0
7986,0,30,4,Construction Worker,5,0,0,250 + 5,0,0,1,0,0
7987,0,30,4,Construction Worker,5,0,1,250 + 5,1,1,1,1,1
7988,0,30,4,Construction Worker,5,0,0,250 + 5,0,0,1,1,1
7989,0,30,4,Construction Worker,5,0,0,250 + 6,0,0,1,0,0
7990,0,30,4,Construction Worker,5,0,1,250 + 6,0,0,1,1,1
7991,0,30,4,Construction Worker,5,0,0,250 + 6,1,0,0,0,1
7992,0,30,4,Construction Worker,5,0,0,250 + 6,1,0,0,1,0
7993,0,30,4,Construction Worker,5,0,1,250 + 7,0,1,0,0,1
7994,0,30,4,Construction Worker,5,0,0,250 + 7,0,1,0,0,1
7995,0,30,4,Construction Worker,5,0,0,250 + 7,1,0,0,1,0
7996,0,30,4,Construction Worker,5,0,0,250 + 7,0,1,0,1,0
7997,0,30,4,Construction Worker,5,0,1,250 + 8,1,1,1,1,1
7998,0,30,4,Construction Worker,5,0,0,250 + 8,1,0,0,0,1
7999,0,30,4,Construction Worker,5,0,0,250 + 8,0,0,1,0,0
8000,0,30,4,Construction Worker,5,0,0,250 + 8,1,1,1,0,0
8001,0,26,3,Push Cart Vendor,4,0,0,251 + 1,1,0,0,0,1
8002,0,26,3,Push Cart Vendor,4,0,0,251 + 1,0,1,0,1,0
8003,0,26,3,Push Cart Vendor,4,0,0,251 + 1,0,0,1,1,1
8004,0,26,3,Push Cart Vendor,4,0,1,251 + 1,1,1,1,1,1
8005,0,26,3,Push Cart Vendor,4,0,0,251 + 2,1,0,0,1,0
8006,0,26,3,Push Cart Vendor,4,0,1,251 + 2,1,1,1,1,1
8007,0,26,3,Push Cart Vendor,4,0,0,251 + 2,0,1,0,1,0
8008,0,26,3,Push Cart Vendor,4,0,0,251 + 2,0,1,0,0,1
8009,0,26,3,Push Cart Vendor,4,0,0,251 + 3,1,1,1,0,0
8010,0,26,3,Push Cart Vendor,4,0,0,251 + 3,1,0,0,1,0
8011,0,26,3,Push Cart Vendor,4,0,1,251 + 3,0,1,0,0,1
8012,0,26,3,Push Cart Vendor,4,0,0,251 + 3,1,0,0,0,1
8013,0,26,3,Push Cart Vendor,4,0,0,251 + 4,0,0,1,1,1
8014,0,26,3,Push Cart Vendor,4,0,1,251 + 4,1,1,1,0,0
8015,0,26,3,Push Cart Vendor,4,0,0,251 + 4,1,1,1,0,0
8016,0,26,3,Push Cart Vendor,4,0,0,251 + 4,0,0,1,0,0
8017,0,26,3,Push Cart Vendor,4,0,0,251 + 5,0,1,0,1,0
8018,0,26,3,Push Cart Vendor,4,0,0,251 + 5,0,0,1,0,0
8019,0,26,3,Push Cart Vendor,4,0,1,251 + 5,1,1,1,1,1
8020,0,26,3,Push Cart Vendor,4,0,0,251 + 5,0,0,1,1,1
8021,0,26,3,Push Cart Vendor,4,0,0,251 + 6,0,0,1,0,0
8022,0,26,3,Push Cart Vendor,4,0,0,251 + 6,0,0,1,1,1
8023,0,26,3,Push Cart Vendor,4,0,1,251 + 6,1,0,0,0,1
8024,0,26,3,Push Cart Vendor,4,0,0,251 + 6,1,0,0,1,0
8025,0,26,3,Push Cart Vendor,4,0,1,251 + 7,0,1,0,0,1
8026,0,26,3,Push Cart Vendor,4,0,0,251 + 7,0,1,0,0,1
8027,0,26,3,Push Cart Vendor,4,0,0,251 + 7,1,0,0,1,0
8028,0,26,3,Push Cart Vendor,4,0,0,251 + 7,0,1,0,1,0
8029,0,26,3,Push Cart Vendor,4,0,1,251 + 8,1,1,1,1,1
8030,0,26,3,Push Cart Vendor,4,0,0,251 + 8,1,0,0,0,1
8031,0,26,3,Push Cart Vendor,4,0,0,251 + 8,0,0,1,0,0
8032,0,26,3,Push Cart Vendor,4,0,0,251 + 8,1,1,1,0,0
8033,0,39,4,Driver,5,0,0,252 + 1,1,0,0,0,1
8034,0,39,4,Driver,5,0,0,252 + 1,0,1,0,1,0
8035,0,39,4,Driver,5,0,0,252 + 1,0,0,1,1,1
8036,0,39,4,Driver,5,0,1,252 + 1,1,1,1,1,1
8037,0,39,4,Driver,5,0,0,252 + 2,1,0,0,1,0
8038,0,39,4,Driver,5,0,1,252 + 2,1,1,1,1,1
8039,0,39,4,Driver,5,0,0,252 + 2,0,1,0,1,0
8040,0,39,4,Driver,5,0,0,252 + 2,0,1,0,0,1
8041,0,39,4,Driver,5,0,0,252 + 3,1,1,1,0,0
8042,0,39,4,Driver,5,0,0,252 + 3,1,0,0,1,0
8043,0,39,4,Driver,5,0,1,252 + 3,0,1,0,0,1
8044,0,39,4,Driver,5,0,0,252 + 3,1,0,0,0,1
8045,0,39,4,Driver,5,0,0,252 + 4,0,0,1,1,1
8046,0,39,4,Driver,5,0,0,252 + 4,1,1,1,0,0
8047,0,39,4,Driver,5,0,1,252 + 4,1,1,1,0,0
8048,0,39,4,Driver,5,0,0,252 + 4,0,0,1,0,0
8049,0,39,4,Driver,5,0,0,252 + 5,0,1,0,1,0
8050,0,39,4,Driver,5,0,0,252 + 5,0,0,1,0,0
8051,0,39,4,Driver,5,0,1,252 + 5,1,1,1,1,1
8052,0,39,4,Driver,5,0,0,252 + 5,0,0,1,1,1
8053,0,39,4,Driver,5,0,0,252 + 6,0,0,1,0,0
8054,0,39,4,Driver,5,0,0,252 + 6,0,0,1,1,1
8055,0,39,4,Driver,5,0,1,252 + 6,1,0,0,0,1
8056,0,39,4,Driver,5,0,0,252 + 6,1,0,0,1,0
8057,0,39,4,Driver,5,0,1,252 + 7,0,1,0,0,1
8058,0,39,4,Driver,5,0,0,252 + 7,0,1,0,0,1
8059,0,39,4,Driver,5,0,0,252 + 7,1,0,0,1,0
8060,0,39,4,Driver,5,0,0,252 + 7,0,1,0,1,0
8061,0,39,4,Driver,5,0,1,252 + 8,1,1,1,1,1
8062,0,39,4,Driver,5,0,0,252 + 8,1,0,0,0,1
8063,0,39,4,Driver,5,0,0,252 + 8,0,0,1,0,0
8064,0,39,4,Driver,5,0,0,252 + 8,1,1,1,0,0
